player,age,value,height,foot,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,goalsm,assistsm,pens_madem,pens_attm,cards_yellowm,cards_redm,goals_per90m,assists_per90m,goals_assists_per90m,goals_pens_per90m,goals_assists_pens_per90m,xgm,npxgm,xam,xg_per90m,xa_per90m,xg_xa_per90m,npxg_per90m,npxg_xa_per90m,minutes_90sm,shots_totalm,shots_on_targetm,shots_free_kicksm,shots_on_target_pctm,shots_total_per90m,shots_on_target_per90m,goals_per_shotm,goals_per_shot_on_targetm,npxg_per_shotm,xg_netm,npxg_netm,passes_completedm,passesm,passes_pctm,passes_total_distancem,passes_progressive_distancem,passes_completed_shortm,passes_shortm,passes_pct_shortm,passes_completed_mediumm,passes_mediumm,passes_pct_mediumm,passes_completed_longm,passes_longm,passes_pct_longm,xa_netm,assisted_shotsm,passes_into_final_thirdm,passes_into_penalty_aream,crosses_into_penalty_aream,progressive_passesm,passes_livem,passes_deadm,passes_free_kicksm,through_ballsm,passes_pressurem,passes_switchesm,crossesm,corner_kicksm,corner_kicks_inm,corner_kicks_outm,corner_kicks_straightm,passes_groundm,passes_lowm,passes_highm,passes_left_footm,passes_right_footm,passes_headm,throw_insm,passes_other_bodym,passes_offsidesm,passes_oobm,passes_interceptedm,passes_blockedm,scam,sca_per90m,sca_passes_livem,sca_passes_deadm,sca_dribblesm,sca_shotsm,sca_fouledm,gcam,gca_per90m,gca_passes_livem,gca_passes_deadm,gca_dribblesm,gca_shotsm,gca_fouledm,gca_og_form,tacklesm,tackles_wonm,tackles_def_3rdm,tackles_mid_3rdm,tackles_att_3rdm,dribble_tacklesm,dribbles_vsm,dribble_tackles_pctm,dribbled_pastm,pressuresm,pressure_regainsm,pressure_regain_pctm,pressures_def_3rdm,pressures_mid_3rdm,pressures_att_3rdm,blocksm,blocked_shotsm,blocked_shots_savesm,blocked_passesm,interceptionsm,clearancesm,errorsm,touchesm,touches_def_pen_aream,touches_def_3rdm,touches_mid_3rdm,touches_att_3rdm,touches_att_pen_aream,touches_live_ballm,dribbles_completedm,dribblesm,dribbles_completed_pctm,players_dribbled_pastm,nutmegsm,carriesm,carry_distancem,carry_progressive_distancem,pass_targetsm,passes_receivedm,passes_received_pctm,miscontrolsm,dispossessedm,cards_yellow_redm,foulsm,fouledm,offsidesm,pens_wonm,pens_concededm,own_goalsm,ball_recoveriesm,aerials_wonm,aerials_lostm,aerials_won_pctm,games_gkm,games_starts_gkm,minutes_gkm,goals_against_gkm,goals_against_per90_gkm,shots_on_target_againstm,savesm,save_pctm,wins_gkm,draws_gkm,losses_gkm,clean_sheetsm,clean_sheets_pctm,pens_att_gkm,pens_allowedm,pens_savedm,pens_missed_gkm,minutes_90s_gkm,free_kick_goals_against_gkm,corner_kick_goals_against_gkm,own_goals_against_gkm,psxg_gkm,psnpxg_per_shot_on_target_againstm,psxg_net_gkm,psxg_net_per90_gkm,passes_completed_launched_gkm,passes_launched_gkm,passes_pct_launched_gkm,passes_gkm,passes_throws_gkm,pct_passes_launched_gkm,passes_length_avg_gkm,goal_kicksm,pct_goal_kicks_launchedm,goal_kick_length_avgm,crosses_gkm,crosses_stopped_gkm,crosses_stopped_pct_gkm,def_actions_outside_pen_area_gkm,def_actions_outside_pen_area_per90_gkm,avg_distance_def_actions_gkm,LgRk,MP,W,D,L,GF,GA,GDiff,Pts,Pts/G,xG,xGA,xGDiff,xGDiff/90,Attendance,CL,WinCL,year
Raphael Varane,24.0,70000000.0,191.0,right,27.0,27.0,2320.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.04,0.04,0.0,0.04,0.9,0.9,0.9,0.04,0.04,0.07,0.04,0.07,25.8,10.0,2.0,0.0,20.0,0.39,0.08,0.0,0.0,0.09,-0.9,-0.9,1169.0,1323.0,88.4,25454.0,8106.0,330.0,361.0,91.4,600.0,657.0,91.3,229.0,284.0,80.6,0.1,6.0,82.0,3.0,0.0,52.0,1298.0,25.0,24.0,1.0,193.0,41.0,1.0,0.0,0.0,0.0,0.0,1026.0,85.0,212.0,461.0,742.0,88.0,1.0,5.0,4.0,20.0,13.0,12.0,17.0,0.66,14.0,0.0,0.0,3.0,0.0,2.0,0.08,1.0,0.0,0.0,1.0,0.0,0.0,22.0,14.0,18.0,4.0,0.0,5.0,15.0,33.3,10.0,242.0,86.0,35.5,145.0,90.0,7.0,32.0,14.0,2.0,18.0,17.0,80.0,2.0,1504.0,179.0,788.0,753.0,70.0,19.0,1479.0,10.0,12.0,83.3,10.0,0.0,1031.0,6596.0,2986.0,992.0,973.0,98.1,3.0,3.0,0.0,17.0,12.0,0.0,0.0,0.0,0.0,272.0,31.0,11.0,73.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017513129999999998,0.0,0.0,0.0017513129999999998,0.0,0.0,0.00028021,0.00028021,0.0,0.00028021,0.001225919,0.001225919,0.00262697,0.000192644,0.00040280199999999996,0.0005954469999999999,0.000192644,0.0005954469999999999,0.011033275,0.028021016,0.007005254,0.0,0.043782837000000005,0.00441331,0.0011033269999999999,0.0,0.0,7.01e-05,-0.001225919,-0.001225919,0.506129597,0.686514886,0.129071804,8.309982487000001,2.357267951,0.27145359,0.322241681,0.147460595,0.176882662,0.22942206699999998,0.13502627,0.050788090999999994,0.092819615,0.095796848,-0.0017513129999999998,0.022767075,0.024518388999999998,0.029772329,0.008756567,0.063047285,0.514886165,0.024518388999999998,0.0017513129999999998,0.003502627,0.06830122599999999,0.007005254,0.029772329,0.0017513129999999998,0.0,0.0,0.0,0.392294221,0.070052539,0.077057793,0.161120841,0.320490368,0.028021016,0.021015762,0.00525394,0.003502627,0.010507881,0.017513135,0.028021016,0.050788090999999994,0.0043432570000000005,0.042031524,0.003502627,0.0017513129999999998,0.0,0.0017513129999999998,0.003502627,0.000297723,0.003502627,0.0,0.0,0.0,0.0,0.0,0.017513135,0.012259194,0.00525394,0.010507881,0.0017513129999999998,0.008756567,0.024518388999999998,0.062521891,0.015761821000000002,0.164623468,0.052539405,0.0558669,0.036777582999999996,0.092819615,0.03502627,0.010507881,0.0017513129999999998,0.0,0.008756567,0.003502627,0.00525394,0.0,0.677758319,0.017513135,0.09457092800000001,0.309982487,0.316987741,0.054290717999999995,0.65323993,0.008756567,0.019264448,0.079684764,0.008756567,0.0017513129999999998,0.523642732,3.0735551660000002,1.929947461,0.556917688,0.483362522,0.152014011,0.021015762,0.024518388999999998,0.0,0.014010508,0.012259194,0.0,0.0,0.0,0.0,0.11908931699999999,0.003502627,0.008756567,0.05008756599999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,38.0,22.0,10.0,6.0,94.0,44.0,50.0,76.0,2.0,83.3,45.4,37.9,1.0,66161,1.0,1.0,2019
Eric García,31.0,1800000.0,183.0,left,30.0,27.0,2438.0,3.0,0.0,0.0,2.0,9.0,0.0,0.11,0.0,0.11,0.11,0.11,3.1,1.6,1.4,0.11,0.05,0.17,0.06,0.11,27.1,26.0,8.0,0.0,30.8,0.96,0.3,0.12,0.38,0.06,-0.1,1.4,724.0,997.0,72.6,13562.0,3815.0,312.0,398.0,78.4,302.0,391.0,77.2,100.0,174.0,57.5,-1.4,15.0,92.0,5.0,2.0,65.0,979.0,18.0,7.0,1.0,233.0,26.0,11.0,0.0,0.0,0.0,0.0,650.0,105.0,242.0,564.0,269.0,118.0,8.0,2.0,7.0,34.0,19.0,27.0,41.0,1.51,29.0,0.0,4.0,2.0,6.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,90.0,69.0,38.0,44.0,8.0,20.0,78.0,25.6,58.0,615.0,145.0,23.6,221.0,337.0,57.0,40.0,9.0,0.0,31.0,32.0,55.0,0.0,1327.0,82.0,365.0,808.0,213.0,39.0,1308.0,17.0,21.0,81.0,17.0,0.0,818.0,3811.0,1714.0,865.0,732.0,84.6,23.0,22.0,0.0,66.0,72.0,5.0,0.0,0.0,0.0,292.0,42.0,30.0,58.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004484305,0.0,0.0,0.0,0.0,0.0,0.0,0.000224215,0.000224215,0.000224215,4.48e-05,2.24e-05,6.73e-05,4.48e-05,6.73e-05,0.011210761999999999,0.006726457,0.0022421520000000003,0.0,0.074663677,0.0013677129999999998,0.00044843,0.0,0.0,6.73e-05,-0.000224215,-0.000224215,0.51793722,0.582959641,0.19910313899999998,10.15919283,2.497757848,0.17264574,0.19058296,0.203139013,0.275784753,0.30044843,0.205829596,0.058295964000000006,0.07623318400000001,0.171524664,-0.000224215,0.0022421520000000003,0.051569507,0.0022421520000000003,0.0,0.042600897,0.5515695070000001,0.031390135,0.029147982000000003,0.0022421520000000003,0.07623318400000001,0.015695067,0.0022421520000000003,0.0,0.0,0.0,0.0,0.484304933,0.022421525,0.07623318400000001,0.040358744,0.502242152,0.02690583,0.0022421520000000003,0.0,0.0,0.0022421520000000003,0.006726457,0.0022421520000000003,0.013452915,0.002713004,0.006726457,0.0,0.0,0.0022421520000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029147982000000003,0.022421525,0.013452915,0.00896861,0.006726457,0.00896861,0.015695067,0.128026906,0.006726457,0.103139013,0.042600897,0.09260089699999999,0.038116592000000005,0.051569507,0.013452915,0.011210761999999999,0.004484305,0.0,0.006726457,0.020179372,0.049327354000000004,0.0,0.701793722,0.038116592000000005,0.251121076,0.414798206,0.085201794,0.013452915,0.670403587,0.00896861,0.00896861,0.224215247,0.00896861,0.0,0.49775784799999995,2.8206278030000003,1.4596412559999998,0.48878923799999996,0.46636771299999996,0.213901345,0.00896861,0.00896861,0.0,0.01793722,0.015695067,0.0,0.0,0.0,0.0,0.096412556,0.024663677000000002,0.015695067,0.13699551599999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,38.0,15.0,2.0,21.0,40.0,50.0,-10.0,47.0,1.24,39.0,53.2,-14.2,-0.37,"16,819",0.0,0.0,2019
Lucas Hernández,26.0,30000.0,171.0,left,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,84.6,220.0,63.0,4.0,5.0,80.0,5.0,5.0,100.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,25.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,2.0,5.0,9.0,4.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,13.0,41.0,20.0,12.0,11.0,91.7,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004580153,0.0,0.0010178119999999999,0.0010178119999999999,0.0015267179999999998,0.0,0.000208651,0.0,0.000208651,0.00016285,0.00016285,0.0037659029999999997,0.003002545,0.000458015,0.00017302799999999998,2.0399999999999998e-05,0.000193384,0.000137405,0.000157761,0.011094148,0.022900762999999998,0.009669211,0.0005089059999999999,0.021475827000000003,0.0010483460000000001,0.000442748,8.14e-05,0.000188295,6.620000000000001e-05,0.000814249,0.000559796,0.138931298,0.208651399,0.03389313,2.017302799,0.32264631,0.08346056,0.10585241699999999,0.040101781,0.040712467999999995,0.063104326,0.032824427,0.009669211,0.022391857999999997,0.021984733,-0.000458015,0.00610687,0.005597964,0.004071247,0.0015267179999999998,0.008142494,0.179643766,0.029007633999999997,0.0,0.0,0.05648855,0.004071247,0.007633588,0.0,0.0,0.0,0.0,0.12773536900000002,0.046819337999999995,0.034096692000000005,0.037659033,0.128753181,0.018320611,0.0005089059999999999,0.007124681999999999,0.0015267179999999998,0.008142494,0.003053435,0.01221374,0.017302799,0.000793893,0.010687023,0.0,0.0035623409999999997,0.0015267179999999998,0.0010178119999999999,0.002544529,0.000117048,0.0005089059999999999,0.0,0.0005089059999999999,0.0010178119999999999,0.0005089059999999999,0.0,0.008651399,0.006615775999999999,0.004071247,0.002544529,0.002035623,0.0015267179999999998,0.011195928999999999,0.00692112,0.009669211,0.215267176,0.045801527,0.010839695,0.025445292999999997,0.09465648900000001,0.095165394,0.015776081,0.002035623,0.0,0.013740458,0.002035623,0.014249363999999999,0.0,0.37455470700000004,0.017302799,0.061068702,0.174554707,0.158778626,0.052417303,0.344020356,0.019338422,0.030025445,0.032773537,0.019847328,0.0010178119999999999,0.254961832,1.62697201,0.594910941,0.562849873,0.251908397,0.022798982000000002,0.036132316,0.029007633999999997,0.0,0.028498727999999997,0.016793893,0.01475827,0.0005089059999999999,0.0,0.0,0.038167939,0.021882952,0.039185751,0.01821883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,38.0,15.0,2.0,21.0,40.0,50.0,-10.0,47.0,1.24,39.0,53.2,-14.2,-0.37,"16,819",0.0,0.0,2019
Aleksandar Dragovic,26.0,1250000.0,182.0,right,3.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.37,0.0,0.37,0.37,0.37,0.6,3.0,0.0,1.0,0.0,4.74,0.0,0.0,0.0,0.07,-0.2,-0.2,9.0,11.0,81.8,139.0,70.0,5.0,6.0,83.3,4.0,5.0,80.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,5.19,2.0,0.0,0.0,0.0,1.0,1.0,1.73,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,17.0,7.0,41.2,7.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,3.0,8.0,12.0,2.0,20.0,2.0,4.0,50.0,2.0,1.0,19.0,250.0,161.0,22.0,15.0,68.2,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000990099,0.001980198,0.0,0.0,0.003960396,0.0,8.909999999999998e-05,0.00017821799999999998,0.000267327,8.909999999999998e-05,0.000267327,0.0014851489999999998,0.0014851489999999998,0.0023762379999999997,0.00013861399999999998,0.000207921,0.000346535,0.00013861399999999998,0.000346535,0.011089109,0.006930693000000001,0.001980198,0.0,0.028316832000000004,0.0006138609999999999,0.00017821799999999998,0.00013861399999999998,0.00049505,0.000227723,-0.00049505,-0.00049505,0.48415841600000004,0.561386139,0.085346535,7.031683168,2.27029703,0.289108911,0.31188118800000003,0.091782178,0.167326733,0.19603960399999998,0.084554455,0.020792078999999998,0.034653465,0.059405941,-0.00039604,0.008910890999999999,0.030693069,0.00990099,0.003960396,0.036633663,0.48415841600000004,0.077227723,0.0,0.000990099,0.13168316800000002,0.004950495,0.024752475,0.000990099,0.0,0.0,0.0,0.37227722799999996,0.138613861,0.05049505,0.39009901,0.048514851,0.032673267,0.076237624,0.001980198,0.001980198,0.007920792,0.00990099,0.010891089,0.020792078999999998,0.001851485,0.017821781999999998,0.0,0.0,0.000990099,0.000990099,0.002970297,0.000267327,0.002970297,0.0,0.0,0.0,0.0,0.0,0.021782178,0.013861386000000002,0.005940594,0.005940594,0.00990099,0.006930693000000001,0.018811881000000003,0.036435643999999996,0.011881188,0.211881188,0.06831683200000001,0.031881188,0.046534652999999995,0.10693069300000001,0.058415842,0.014851485,0.000990099,0.0,0.013861386000000002,0.005940594,0.022772277,0.0,0.6762376240000001,0.017821781999999998,0.133663366,0.295049505,0.27128712899999996,0.038613861,0.5990099010000001,0.013861386000000002,0.01980198,0.069306931,0.013861386000000002,0.001980198,0.415841584,1.67029703,0.936633663,0.5267326729999999,0.42772277200000003,0.08039604,0.01980198,0.016831683,0.0,0.027722772000000003,0.005940594,0.005940594,0.0,0.0,0.0,0.099009901,0.020792078999999998,0.011881188,0.06297029700000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,38.0,15.0,2.0,21.0,40.0,50.0,-10.0,47.0,1.24,39.0,53.2,-14.2,-0.37,"16,819",0.0,0.0,2019
Mats Hummels,28.0,60000000.0,191.0,right,26.0,25.0,2213.0,1.0,1.0,0.0,0.0,3.0,0.0,0.04,0.04,0.08,0.04,0.08,2.3,2.3,0.6,0.1,0.02,0.12,0.1,0.12,24.6,25.0,4.0,0.0,16.0,1.02,0.16,0.04,0.25,0.09,-1.3,-1.3,1746.0,1979.0,88.2,38569.0,14807.0,438.0,481.0,91.1,984.0,1051.0,93.6,315.0,424.0,74.3,0.4,6.0,158.0,11.0,1.0,164.0,1941.0,38.0,35.0,3.0,276.0,58.0,3.0,0.0,0.0,0.0,0.0,1483.0,212.0,284.0,627.0,1193.0,110.0,3.0,10.0,4.0,35.0,22.0,16.0,34.0,1.38,32.0,0.0,0.0,2.0,0.0,5.0,0.2,4.0,0.0,0.0,1.0,0.0,0.0,54.0,39.0,32.0,19.0,3.0,22.0,43.0,51.2,21.0,195.0,93.0,47.7,106.0,74.0,15.0,41.0,16.0,0.0,25.0,32.0,108.0,0.0,2248.0,178.0,898.0,1368.0,138.0,38.0,2214.0,8.0,11.0,72.7,9.0,0.0,1628.0,9397.0,5923.0,1611.0,1578.0,98.0,9.0,8.0,0.0,18.0,6.0,1.0,0.0,0.0,0.0,360.0,68.0,35.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025673939999999998,0.0,0.0,0.0,0.0025673939999999998,0.0,0.00029525,0.0,0.00029525,0.00029525,0.00029525,0.0038510909999999996,0.0038510909999999996,0.0010269580000000001,0.00044929400000000004,0.00011553299999999999,0.000564827,0.00044929400000000004,0.000564827,0.011168164,0.024390244,0.010269575999999999,0.0,0.054043645999999994,0.0028241340000000003,0.001181001,0.00014120700000000002,0.000320924,0.00020539200000000001,-0.0012836969999999999,-0.0012836969999999999,0.197689345,0.265725289,0.09550706,3.0359435169999998,0.41206675200000004,0.12195122,0.14762516,0.106033376,0.057766367,0.075738126,0.097946085,0.015404365,0.020539153,0.09627727900000001,-0.0010269580000000001,0.008985879,0.011553273000000001,0.007702181999999999,0.0,0.016688062,0.231065469,0.03465982,0.0012836969999999999,0.0012836969999999999,0.060333761,0.0038510909999999996,0.010269575999999999,0.0051347879999999995,0.0,0.0,0.0,0.21181001300000002,0.039794607999999995,0.014120668000000001,0.020539153,0.231065469,0.006418485,0.0025673939999999998,0.0025673939999999998,0.0,0.0038510909999999996,0.015404365,0.019255456,0.025673941000000002,0.00296534,0.014120668000000001,0.0,0.0051347879999999995,0.0038510909999999996,0.0012836969999999999,0.0012836969999999999,0.000154044,0.0,0.0,0.0,0.0012836969999999999,0.0,0.0,0.01283697,0.011553273000000001,0.0038510909999999996,0.0051347879999999995,0.0038510909999999996,0.0038510909999999996,0.01283697,0.038510911,0.008985879,0.254172015,0.05648267,0.028498073999999998,0.035943517,0.11168164300000001,0.106546855,0.0051347879999999995,0.0,0.0,0.0051347879999999995,0.0025673939999999998,0.0,0.0,0.364569961,0.0,0.019255456,0.17971758699999998,0.18870346600000001,0.064184852,0.329910141,0.01283697,0.032092426,0.051347882000000004,0.016688062,0.0,0.275994865,1.7137355580000002,0.8883183570000001,0.43517329899999996,0.252888318,0.07458279799999999,0.015404365,0.014120668000000001,0.0,0.008985879,0.0051347879999999995,0.006418485,0.0,0.0,0.0,0.050064185,0.0038510909999999996,0.019255456,0.021437741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,27.0,3.0,4.0,92.0,28.0,64.0,84.0,2.47,77.8,33.7,44.1,1.3,75000,1.0,0.0,2019
